"","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982"
"1",0.0533877865656505,0.0466355984058593,0.0468521115481822,0.044780394621973,0.0422482820728675,0.0395731758718508,0.038664781823522,0.0362527382000882,0.034272459665728,0.0318205413969646,0.0290886801693801,0.0253885665061472,0.0244406327123986,0.0228166953358246,0.0206711211463085,0.0194617590249414,0.0176724501072935,0.0167170916346119,0.0155196287434121,0.0135308347193094,0.0132565456988246,0.0121181278923681
"2",0.00322678551460839,0.00287885013752676,0.00232828638222152,0.00200598599006597,0.00177043139778157,0.00162767425931579,0.00149488182839236,0.00151185628072363,0.00151285476893991,0.0017714296276351,0.00147491151530171,0.00150087284449379,0.00131213858102156,0.00134209878066878,0.00125820795809038,0.0012502179886481,0.0013001542496606,0.0012142623356311,0.0011093842917181,0.00103945948106984,0.000935562156910566,0.00096053846126936
"3",0.00175645607510998,0.00148589523689137,0.001346093406091,0.00111837426959616,0.00109240300175954,0.0011593275899978,0.00113435625282652,0.00107342357154208,0.00104345531632488,0.000992507220165188,0.00106742999238407,0.000972526865679847,0.000776698252728815,0.000717742330503349,0.00077070289403435,0.000816666391778958,0.000793684907091885,0.000802677724893455,0.00075371584912488,0.00066577829582749,0.000574834735013684,0.000646790763188109
"4",0.000989510192454735,0.000903591576607374,0.00080467611786256,0.000798680926969676,0.000796682522014977,0.000744722590834914,0.000820663117790147,0.000842644825206176,0.000789688073211082,0.000702752982326712,0.000751717354274793,0.000704751575069788,0.000580831268516496,0.000711746618203919,0.000616809714203168,0.00070575086994291,0.000537855316919749,0.000613811559851126,0.000455896055699301,0.00052985958720939,0.000426908854959466,0.000428907999234164
"5",0.00088061209037419,0.000866624318357992,0.000728734376319831,0.000746721099669274,0.000745721845751535,0.00072573655762958,0.000747720352588132,0.000674772264360778,0.000595822444911416,0.000604817042844539,0.000642793341940566,0.000472888161949699,0.000503873023997953,0.000502873527307882,0.000543852072236352,0.000405917598727458,0.000436904536358806,0.000341941527998712,0.000461893302647088,0.000366932667855449,0.00038592551637534,0.000362934127455867
"6",0.000571836454773935,0.000584828937535771,0.000548849340855935,0.000597821251445818,0.000584828937535771,0.00057783300626119,0.00055184769003755,0.000625804123309404,0.000586827766050664,0.000502873527307882,0.0005408536990744,0.000469889575949652,0.000420911398150689,0.000481883865988297,0.000464891912630313,0.000408916376600985,0.000391923183056121,0.000418912237886163,0.000345940152353643,0.000330945228564673,0.000323947520501679,0.000306952882732501
"7",0.000582830105024385,0.000514867421638928,0.000610813396507367,0.00062380537272371,0.000506871508072704,0.000524862223666287,0.000542852615514888,0.000485881930690842,0.000412914733107613,0.000449898772776125,0.000446900117823666,0.000379927813715394,0.000420911398150689,0.000555845474957962,0.000342941185586672,0.000363933764054942,0.000331944897147074,0.000344940497764136,0.000345940152353643,0.000307952575303403,0.000310951647018889,0.000277961363370492
"8",0.000438903660646488,0.000493878012131004,0.00055184769003755,0.000483882900338118,0.000473887688617798,0.000509869983154296,0.000500874530930002,0.000420911398150689,0.000405917598727458,0.000472888161949699,0.000404918004104169,0.000438903660646488,0.000381927051933081,0.000366932667855449,0.000269963554920086,0.000313950709738571,0.000268963824365623,0.000279960805487232,0.000306952882732501,0.000281960243605652,0.000314950395312738,0.000273962467142002
"9",0.000478885306968981,0.000518865354440523,0.000486881444368296,0.000468890045284381,0.000416913073624149,0.000414913905364637,0.000444901009525381,0.00038492590176391,0.000413914319735815,0.000470889105615628,0.000391923183056121,0.00033494389689727,0.000293956788352112,0.000342941185586672,0.00033994220982433,0.000289957956096366,0.000282959961165495,0.000208978161782094,0.000223974914809541,0.000217976240589776,0.000189981951714587,0.000251968252000248
"10",0.000441902339582952,0.000471888634282309,0.000424909706687329,0.000401919214237938,0.000417912656254843,0.000367932300456716,0.000380927433323952,0.000407916784975865,0.000381927051933081,0.000328945888401358,0.000322947843923206,0.000313950709738571,0.000307952575303403,0.000256966979743103,0.000243970235631253,0.000298955306181726,0.000243970235631253,0.000180983620982301,0.000200979801529946,0.000255967236193767,0.000267964092811563,0.0002299735530414
"11",0.000395921607521711,0.000377928571499987,0.000469889575949652,0.000341941527998712,0.000363933764054942,0.000322947843923206,0.000343940842175146,0.000344940497764136,0.000441902339582952,0.000411915145480031,0.000316949763462491,0.000284959393286457,0.000316949763462491,0.000235972155285676,0.000289957956096366,0.000221975360734958,0.000204978989653561,0.000232972858661966,0.000241970721542693,0.000194980989353538,0.000287958533971108,0.000180983620982301
"12",0.000415913489994081,0.000329945558982768,0.000422910554417741,0.000312951023164875,0.000301954404884862,0.000326946544240017,0.000359935211661901,0.000269963554920086,0.000301954404884862,0.000285959107847578,0.000298955306181726,0.000275961917255419,0.000263965156599329,0.000300954706316699,0.000257966722292824,0.000285959107847578,0.000234972390744088,0.000186982517134648,0.000289957956096366,0.000207978370249494,0.000223974914809541,0.000197980399940406
"13",0.000381927051933081,0.000366932667855449,0.000368931932058535,0.000406917192351357,0.000388924354213106,0.000421910976783899,0.000352937706494804,0.000337942887651987,0.000313950709738571,0.000306952882732501,0.000331944897147074,0.000266964360257906,0.000254967491644815,0.000268963824365623,0.000243970235631253,0.000244969991176081,0.000225974464885468,0.000238971442912572,0.000215976674519152,0.000219975802661707,0.000180983620982301,0.0002039791941222
"14",0.000426908854959466,0.000430907139511435,0.000358935571064994,0.000435904972715948,0.000370931192263835,0.000382926669542783,0.000354936998682734,0.00038492590176391,0.000337942887651987,0.000342941185586672,0.000343940842175146,0.000310951647018889,0.000257966722292824,0.000324947196080637,0.000289957956096366,0.000305953189162058,0.000299955006748988,0.000335943561481671,0.0002299735530414,0.000297955604614912,0.000234972390744088,0.000205978784185229
"15",0.000501874029618566,0.000455896055699301,0.000419911818518111,0.000426908854959466,0.000539854239355374,0.000395921607521711,0.000472888161949699,0.000316949763462491,0.000371930820867319,0.000435904972715948,0.000396921211139589,0.000374929700681122,0.000306952882732501,0.000336943225066576,0.00038492590176391,0.000413914319735815,0.000327946216820441,0.000281960243605652,0.000341941527998712,0.000305953189162058,0.000311951335591648,0.000312951023164875
"16",0.000547849889130378,0.000509869983154296,0.000531858525632182,0.000573835309266241,0.000542852615514888,0.000523862747960035,0.000389923964826859,0.000474887214286607,0.000453896965388857,0.000498875530555126,0.000471888634282309,0.000515866906338165,0.000444901009525381,0.000522863271254567,0.000466890980955947,0.000475886738956129,0.000393922397287734,0.000381927051933081,0.000345940152353643,0.000326946544240017,0.000332944564729972,0.000336943225066576
"17",0.000664778960995469,0.000693759265534859,0.000691760650814818,0.000660781611677341,0.000657783589199153,0.000613811559851126,0.000542852615514888,0.00057883242801209,0.000641793984131094,0.00067277361167967,0.00067277361167967,0.000632799718888972,0.000772701350927866,0.000723738006841523,0.000748719604508112,0.000643792698751002,0.000489879979405046,0.000466890980955947,0.00057883242801209,0.000455896055699301,0.000520864314845983,0.000498875530555126
"18",0.000887605902979077,0.000932564958446885,0.000736728515542023,0.000661780950505383,0.000774699803826017,0.000757712826838628,0.000818664756782098,0.00074372333491941,0.000827657349857159,0.000849638903466027,0.0010204790454473,0.000990509202690067,0.00100949020744524,0.000869621714554169,0.000741724820091746,0.000660781611677341,0.00059682184867817,0.000602818250297535,0.000701753684456756,0.000610813396507367,0.000654785557729843,0.000633799085689836
"19",0.00103146776263448,0.000848639752425096,0.000893600560549434,0.00080467611786256,0.000920576074717593,0.000932564958446885,0.000863626913173509,0.000988511181220886,0.00125920669977914,0.00108740844980331,0.00120527322024819,0.00112836303906445,0.0010724246441784,0.000927569607702026,0.000857632075839465,0.000667776962494527,0.000688762721242532,0.000698755784853194,0.000721739452057807,0.000800679327929164,0.000790687283179503,0.000701753684456756
