,Cohorte,log(qx),Edad
4797,1951,-5.7603528261445955,24
4798,1951,-5.62960307648195,25
4799,1951,-5.741484341840213,26
4800,1951,-5.652139241504362,27
4801,1951,-5.613028111387737,28
4802,1951,-5.6958143050070245,29
4803,1951,-5.534039700069107,30
4804,1951,-5.686925357589778,31
4805,1951,-5.4992103089274265,32
4806,1951,-5.635189683190589,33
4807,1951,-5.591347045326413,34
4808,1951,-5.511510587009078,35
4809,1951,-5.46555328592395,36
4810,1951,-5.456141451741604,37
4811,1951,-5.4148511828039885,38
4812,1951,-5.482240204708965,39
4813,1951,-5.232529626010034,40
4814,1951,-5.408132232555244,41
4815,1951,-5.076775096600801,42
4816,1951,-5.13110944756413,43
4817,1951,-5.042125961187627,44
4818,1951,-4.907627544022026,45
4819,1951,-4.958992060944417,46
4820,1951,-4.871743295229637,47
4821,1951,-4.668109985761966,48
4822,1951,-4.7525107738868,49
4823,1951,-4.476776971219692,50
4824,1951,-4.596210444616619,51
4825,1951,-4.33973372248363,52
4826,1951,-4.398969355404193,53
4827,1951,-4.2205882887963515,54
4828,1951,-4.147112627760756,55
4829,1951,-4.0593635933268555,56
4830,1951,-4.021837871435353,57
4831,1951,-3.858008417121908,58
4832,1951,-3.847640746498878,59
4833,1951,-3.6313655479133296,60
4834,1951,-3.7601606561189,61
4835,1951,-3.4989204701907703,62
4836,1951,-3.4577677331505496,63
4837,1951,-3.388774861663598,64
4838,1951,-3.2672785640963684,65
4839,1951,-3.280751228586288,66
4840,1951,-3.1347644822495484,67
4841,1951,-3.0078048547882603,68
4842,1951,-3.0163432274581155,69
4843,1951,-2.759080372214989,70
4844,1951,-2.8281860023421905,71
4845,1951,-2.5249789254177095,72
4846,1951,-2.5601906978633573,73
4847,1951,-2.4069461083187886,74
4848,1951,-2.3130395508979045,75
4849,1951,-2.283370874070241,76
4850,1951,-2.1602178517071238,77
4851,1951,-1.9693323189998058,78
4852,1951,-2.067354880544689,79
4853,1951,-1.889416400500849,80
4854,1951,-2.0632532814833118,81
4855,1951,-1.8112481458119174,82
4856,1951,-1.8087428742684684,83
4857,1951,-1.5726239393113841,84
4858,1951,-1.586307495045246,85
4859,1951,-1.4337214546922816,86
4860,1951,-1.4857611677405027,87
4861,1951,-1.3415122183479973,88
4862,1951,-1.4583920475603207,89
4863,1951,-1.2421593857111768,90
4864,1951,-1.5237649306959506,91
4865,1951,-1.3088519543772965,92
4866,1951,-1.318000400480902,93
4867,1951,-1.2751466237804607,94
4868,1951,-1.0842952680733167,95
4869,1951,-1.041372211496035,96
4870,1951,-1.0004334999865832,97
4871,1951,-0.9614711689546966,98
4872,1951,-0.9244237151043441,99
4873,1951,-0.8893080605442681,100
4874,1951,-0.85606619007906,101
4875,1951,-0.8246691648269313,102
4876,1951,-0.7950248793826734,103
4877,1951,-0.7671382364717143,104
4878,1951,-0.7409308514137518,105
4879,1951,-0.7163339275352811,106
4880,1951,-0.6933071933613109,107
4881,1951,-0.6717575778814748,108
4882,1951,-0.651621433731447,109
4883,1951,0.0,110+
4884,1952,-2.6919308192223266,0
4885,1952,-4.60817469500839,1
4886,1952,-5.165536255314218,2
4887,1952,-5.701784471993528,3
4888,1952,-6.007593929037865,4
4889,1952,-6.18020667170486,5
4890,1952,-6.336775732396399,6
4891,1952,-6.495645628155304,7
4892,1952,-6.615085665019317,8
4893,1952,-6.785537646257888,9
4894,1952,-6.776727016575733,10
4895,1952,-6.938214486466846,11
4896,1952,-6.794426593675134,12
4897,1952,-6.830794237846009,13
4898,1952,-6.830794237846009,14
4899,1952,-6.717134919373487,15
4900,1952,-6.708904420236972,16
4901,1952,-6.550080834710321,17
4902,1952,-6.281816848115642,18
4903,1952,-6.3771270279199666,19
4904,1952,-6.161067331494162,20
4905,1952,-6.18020667170486,21
4906,1952,-5.991464547107982,22
4907,1952,-6.156339190298216,23
4908,1952,-6.12843040218114,24
4909,1952,-6.0705077544484345,25
4910,1952,-5.899797358582158,26
4911,1952,-5.896154367303657,27
4912,1952,-5.846498776857796,28
4913,1952,-5.95609740327069,29
4914,1952,-5.843044541989709,30
4915,1952,-5.995472568505521,31
4916,1952,-5.757183251383316,32
4917,1952,-5.686925357589778,33
4918,1952,-5.88890795878289,34
4919,1952,-5.754023691092947,35
4920,1952,-5.681042987686712,36
4921,1952,-5.652139241504362,37
4922,1952,-5.521460917862246,38
4923,1952,-5.599422459331958,39
4924,1952,-5.40145812546755,40
4925,1952,-5.678114727907623,41
4926,1952,-5.2476242522325185,42
4927,1952,-5.362322696523949,43
4928,1952,-5.2785147392518565,44
4929,1952,-5.025241446485618,45
4930,1952,-5.102750583004061,46
4931,1952,-5.06720564558465,47
4932,1952,-4.851070724424917,48
4933,1952,-4.898199864766467,49
4934,1952,-4.662799298824727,50
4935,1952,-4.773588837613055,51
4936,1952,-4.507136445716726,52
4937,1952,-4.450733832683673,53
4938,1952,-4.416204086475468,54
4939,1952,-4.302107011498008,55
4940,1952,-4.219907785197447,56
4941,1952,-4.205052684206522,57
4942,1952,-4.048415630333701,58
4943,1952,-4.0257517707564885,59
4944,1952,-3.7770551450176617,60
4945,1952,-4.033625827187395,61
4946,1952,-3.671825699548109,62
4947,1952,-3.5709186564803717,63
4948,1952,-3.579845693089814,64
4949,1952,-3.4252851771912454,65
4950,1952,-3.4413945714135683,66
4951,1952,-3.3532647279068524,67
4952,1952,-3.224642419762538,68
4953,1952,-3.2539850019817687,69
4954,1952,-2.900603928462414,70
4955,1952,-3.138910043230319,71
4956,1952,-2.71749465993021,72
4957,1952,-2.704855310205691,73
4958,1952,-2.5799208733916825,74
4959,1952,-2.5157783134550873,75
4960,1952,-2.4679315455820388,76
4961,1952,-2.3911977513506493,77
4962,1952,-2.1887208368449986,78
4963,1952,-2.3342821797373,79
4964,1952,-2.071473372030659,80
4965,1952,-2.304987977610356,81
4966,1952,-1.8664614639320887,82
4967,1952,-1.995909544049731,83
4968,1952,-1.7704873339525153,84
4969,1952,-1.7461171113493539,85
4970,1952,-1.5934661429244017,86
4971,1952,-1.6521366669672157,87
4972,1952,-1.5162663815463056,88
4973,1952,-1.6387122551380955,89
4974,1952,-1.4335536976041512,90
4975,1952,-1.680719114439064,91
4976,1952,-1.3458436355114094,92
4977,1952,-1.5531048390939395,93
4978,1952,-1.4103411822784435,94
4979,1952,-1.2250262135237684,95
4980,1952,-1.1781751115047954,96
4981,1952,-1.133172678019332,97
4982,1952,-1.0899598293889705,98
4983,1952,-1.048565771183974,99
4984,1952,-1.0090092728773616,100
4985,1952,-0.9712486274548363,101
4986,1952,-0.9352442197912426,102
4987,1952,-0.9010327294851742,103
4988,1952,-0.8685487358887339,104
4989,1952,-0.8377568542200482,105
4990,1952,-0.8086478228587985,106
4991,1952,-0.7811262983869967,107
4992,1952,-0.7551715315403382,108
4993,1952,-0.7307452109752638,109
4994,1952,0.0,110+
4995,1953,-2.76955333369626,0
4996,1953,-4.8146574108548155,1
4997,1953,-5.310389947782306,2
4998,1953,-5.860436284701578,3
4999,1953,-6.18020667170486,4
5000,1953,-6.383026750047155,5
5001,1953,-6.557098407368968,6
5002,1953,-6.776727016575733,7
5003,1953,-6.849486370858162,8
5004,1953,-6.917805614835639,9
5005,1953,-6.794426593675134,10
5006,1953,-6.969630682700225,11
5007,1953,-7.024289095238089,12
5008,1953,-6.9485772735023925,13
5009,1953,-6.785537646257888,14
5010,1953,-6.887952651685957,15
5011,1953,-6.7422408405045635,16
5012,1953,-6.622576336748475,17
5013,1953,-6.536191722549654,18
5014,1953,-6.425329129737844,19
5015,1953,-6.4315210999857655,20
5016,1953,-6.342441469932076,21
5017,1953,-6.255430092942447,22
5018,1953,-6.3144284337044025,23
5019,1953,-6.2450673059069,24
5020,1953,-6.175387385268911,25
5021,1953,-6.12843040218114,26
5022,1953,-6.061887011404528,27
5023,1953,-6.079203461415989,28
5024,1953,-6.142287436842565,29
5025,1953,-5.952243833954701,30
5026,1953,-6.133028111429769,31
5027,1953,-5.856933654150375,32
5028,1953,-5.871018394032115,33
5029,1953,-5.914503505971854,34
5030,1953,-5.885304351279592,35
5031,1953,-5.885304351279592,36
5032,1953,-5.741484341840213,37
5033,1953,-5.578031269350641,38
5034,1953,-5.681042987686712,39
5035,1953,-5.44681737486648,40
5036,1953,-5.698794933145162,41
5037,1953,-5.322610059117081,42
5038,1953,-5.432992269874639,43
5039,1953,-5.284414461379045,44
5040,1953,-5.192157170719646,45
5041,1953,-5.160296068650662,46
5042,1953,-5.056155809398065,47
5043,1953,-4.900884430137136,48
5044,1953,-4.922624416773543,49
5045,1953,-4.738701578612614,50
5046,1953,-4.902229420252469,51
5047,1953,-4.5573328565739315,52
5048,1953,-4.4178610876830975,53
5049,1953,-4.496315781076009,54
5050,1953,-4.390058806371146,55
5051,1953,-4.272275770714763,56
5052,1953,-4.231539801399945,57
5053,1953,-4.061683779982553,58
5054,1953,-4.044983132684377,59
5055,1953,-3.8058628095997555,60
5056,1953,-3.9205593364504323,61
5057,1953,-3.740593889800615,62
5058,1953,-3.567015866357096,63
5059,1953,-3.508559899990655,64
5060,1953,-3.4024982273952036,65
5061,1953,-3.368536599422607,66
5062,1953,-3.316488653735201,67
5063,1953,-3.242400369915158,68
5064,1953,-3.1770143707732834,69
5065,1953,-2.9258331461743237,70
5066,1953,-3.030737882752806,71
5067,1953,-2.8028005376480207,72
5068,1953,-2.645075401940822,73
5069,1953,-2.535021691219848,74
5070,1953,-2.4909649643719645,75
5071,1953,-2.421931850626612,76
5072,1953,-2.359790566764825,77
5073,1953,-2.1408064374314204,78
5074,1953,-2.213567396676393,79
5075,1953,-1.9974561069385441,80
5076,1953,-2.2328724805827456,81
5077,1953,-1.918207437216366,82
5078,1953,-1.8627829724814315,83
5079,1953,-1.7685508840911737,84
5080,1953,-1.6995267472157862,85
5081,1953,-1.6036049572416566,86
5082,1953,-1.5450556535048323,87
5083,1953,-1.4756940423845046,88
5084,1953,-1.4771385284206162,89
5085,1953,-1.3493069090696101,90
5086,1953,-1.6562151039930293,91
5087,1953,-1.3604317015941632,92
5088,1953,-1.2759343637238028,93
5089,1953,-1.347804684339367,94
5090,1953,-1.1637269757574094,95
5091,1953,-1.117183674253545,96
5092,1953,-1.0726521869985781,97
5093,1953,-1.0301035343469653,98
5094,1953,-0.9895336936418725,99
5095,1953,-0.9509598194094485,100
5096,1953,-0.9143176796225414,101
5097,1953,-0.8796213475171436,102
5098,1953,-0.8467646692255448,103
5099,1953,-0.815766894107856,104
5100,1953,-0.7865571668759761,105
5101,1953,-0.7590733306761122,106
5102,1953,-0.7332610924965202,107
5103,1953,-0.7090530102437221,108
5104,1953,-0.6863900613967855,109
5105,1953,0.0,110+
5106,1954,-2.810913836561449,0
5107,1954,-4.896860279837411,1
5108,1954,-5.572754212249797,2
5109,1954,-6.032286541628237,3
5110,1954,-6.3089187778934335,4
5111,1954,-6.543112165394228,5
5112,1954,-6.759335273863864,6
5113,1954,-6.821577582741084,7
5114,1954,-7.082108666126914,8
5115,1954,-7.002065958453378,9
5116,1954,-7.05857816871672,10
5117,1954,-7.182192124683898,11
5118,1954,-7.250245587928913,12
5119,1954,-7.1691200431165445,13
5120,1954,-6.907755278982137,14
5121,1954,-7.070274208479912,15
5122,1954,-6.969630682700225,16
5123,1954,-6.767993336606978,17
5124,1954,-6.5929445391421035,18
5125,1954,-6.5929445391421035,19
5126,1954,-6.536191722549654,20
5127,1954,-6.6377281417690766,21
5128,1954,-6.359633870472449,22
5129,1954,-6.348139491046714,23
5130,1954,-6.297989707361243,24
5131,1954,-6.371261908467568,25
5132,1954,-6.292569639891903,26
5133,1954,-6.18020667170486,27
5134,1954,-6.092390465697942,28
5135,1954,-6.255430092942447,29
5136,1954,-6.0705077544484345,30
5137,1954,-6.22972173623224,31
5138,1954,-6.083579836015788,32
5139,1954,-6.003537128342251,33
5140,1954,-5.971661919811802,34
5141,1954,-5.874570795636482,35
5142,1954,-5.881713683148863,36
5143,1954,-5.881713683148863,37
5144,1954,-5.70779049605374,38
5145,1954,-5.726028083603521,39
5146,1954,-5.539115853100967,40
5147,1954,-5.7603528261445955,41
5148,1954,-5.399243285137997,42
5149,1954,-5.596723402362794,43
5150,1954,-5.3751984108839945,44
5151,1954,-5.215816145036293,45
5152,1954,-5.226927370461364,46
5153,1954,-5.158555424172878,47
5154,1954,-5.0206856299497575,48
5155,1954,-5.011635794429839,49
5156,1954,-4.771224770318174,50
5157,1954,-4.8782921071085426,51
5158,1954,-4.638726969516934,52
5159,1954,-4.55638002181866,53
5160,1954,-4.382026634673881,54
5161,1954,-4.396531320876764,55
5162,1954,-4.323757726549906,56
5163,1954,-4.28091513330547,57
5164,1954,-4.154094566627875,58
5165,1954,-4.091747936374834,59
5166,1954,-3.905544039330437,60
5167,1954,-4.057626979286938,61
5168,1954,-3.7448150864442393,62
5169,1954,-3.6797215163291708,63
5170,1954,-3.527100798551311,64
5171,1954,-3.4392108238603716,65
5172,1954,-3.461265908128275,66
5173,1954,-3.3140110199832393,67
5174,1954,-3.2804853064998922,68
5175,1954,-3.293599371064137,69
5176,1954,-2.970844558046212,70
5177,1954,-3.171515253508363,71
5178,1954,-2.7841755914917012,72
5179,1954,-2.7909971219231364,73
5180,1954,-2.575575616702837,74
5181,1954,-2.5419850668277784,75
5182,1954,-2.4738480224312664,76
5183,1954,-2.363397232390803,77
5184,1954,-2.204732692826541,78
5185,1954,-2.2911507153683823,79
5186,1954,-2.087715678132082,80
5187,1954,-2.267700691140544,81
5188,1954,-1.9845678207461919,82
5189,1954,-1.9373171746372944,83
5190,1954,-1.6509372196121292,84
5191,1954,-1.7998118024188834,85
5192,1954,-1.658365586057524,86
5193,1954,-1.6235875480385424,87
5194,1954,-1.4634346183142575,88
5195,1954,-1.4763503682957455,89
5196,1954,-1.3948508638030113,90
5197,1954,-1.6976136033378257,91
5198,1954,-1.3806702063696692,92
5199,1954,-1.3362478436357548,93
5200,1954,-1.1646559419489857,94
5201,1954,-1.1597007680498326,95
5202,1954,-1.1106342638954352,96
5203,1954,-1.0638051471627041,97
5204,1954,-1.0192374963080462,98
5205,1954,-0.9768903540030848,99
5206,1954,-0.9367485737765512,100
5207,1954,-0.8987701181561659,101
5208,1954,-0.8629395563771605,102
5209,1954,-0.8291960250232213,103
5210,1954,-0.7974637968259408,104
5211,1954,-0.7677198760654539,105
5212,1954,-0.7398615007850382,106
5213,1954,-0.7138193858294839,107
5214,1954,-0.6895536450498151,108
5215,1954,-0.6669337737440422,109
5216,1954,0.0,110+
5217,1955,-2.771948926952442,0
5218,1955,-4.953310227476987,1
5219,1955,-5.526473459685791,2
5220,1955,-6.074846156047033,3
5221,1955,-6.161067331494162,4
5222,1955,-6.495645628155304,5
5223,1955,-6.733801971858699,6
5224,1955,-6.840096630508322,7
5225,1955,-7.106206217705975,8
5226,1955,-7.1691200431165445,9
5227,1955,-7.195437351433918,10
5228,1955,-7.182192124683898,11
5229,1955,-7.1308988302963465,12
5230,1955,-7.1184763102977895,13
5231,1955,-6.887952651685957,14
5232,1955,-6.8589651148127055,15
5233,1955,-7.082108666126914,16
5234,1955,-6.6926438993651916,17
5235,1955,-6.557098407368968,18
5236,1955,-6.4630694577206915,19
5237,1955,-6.419175264163466,20
5238,1955,-6.508979159024769,21
5239,1955,-6.41305903714603,22
5240,1955,-6.342441469932076,23
5241,1955,-6.331141914678144,24
5242,1955,-6.250235276065343,25
5243,1955,-6.297989707361243,26
5244,1955,-6.239925906406482,27
5245,1955,-6.10575369351011,28
5246,1955,-6.234810805739711,29
5247,1955,-6.161067331494162,30
5248,1955,-6.209620556911153,31
5249,1955,-6.101279413115189,32
5250,1955,-6.0157572396770265,33
5251,1955,-6.044865323835097,34
5252,1955,-5.829345697631547,35
5253,1955,-5.899797358582158,36
5254,1955,-5.863951226809022,37
5255,1955,-5.68987956948721,38
5256,1955,-5.779584188072483,39
5257,1955,-5.528989184283038,40
5258,1955,-5.716867714204857,41
5259,1955,-5.528989184283038,42
5260,1955,-5.467920150934217,43
5261,1955,-5.432992269874639,44
5262,1955,-5.284414461379045,45
5263,1955,-5.228791303899427,46
5264,1955,-5.1743313867670455,47
5265,1955,-4.983506626708003,48
5266,1955,-4.982047837244343,49
5267,1955,-4.766513336396854,50
5268,1955,-4.871743295229637,51
5269,1955,-4.641834170359683,52
5270,1955,-4.60817469500839,53
5271,1955,-4.51624397679369,54
5272,1955,-4.332855590667433,55
5273,1955,-4.3614400010654935,56
5274,1955,-4.275866438845491,57
5275,1955,-4.138923605620068,58
5276,1955,-4.08221838242426,59
5277,1955,-3.9015777475666074,60
5278,1955,-3.9867465516240825,61
5279,1955,-3.7230569059155227,62
5280,1955,-3.645053974573907,63
5281,1955,-3.5716298940636966,64
5282,1955,-3.422829681789269,65
5283,1955,-3.4473460376881357,66
5284,1955,-3.2757107616207395,67
5285,1955,-3.222632873745913,68
5286,1955,-3.2586566948800453,69
5287,1955,-3.0074000784216732,70
5288,1955,-3.0968794555589487,71
5289,1955,-2.7853092866491616,72
5290,1955,-2.7143198141158056,73
5291,1955,-2.642122020988104,74
5292,1955,-2.500304591968097,75
5293,1955,-2.461463598061534,76
5294,1955,-2.393494968353888,77
5295,1955,-2.1614328132381617,78
5296,1955,-2.2977965762622485,79
5297,1955,-2.0514373452702386,80
5298,1955,-2.1998480155429334,81
5299,1955,-1.9279916485529682,82
5300,1955,-1.9539019989848656,83
5301,1955,-1.7233907925101317,84
5302,1955,-1.6701969182796645,85
5303,1955,-1.6946146098416934,86
5304,1955,-1.5530575789979928,87
5305,1955,-1.4497028543129415,88
5306,1955,-1.5202372669757984,89
5307,1955,-1.33370191100072,90
5308,1955,-1.5789087073992776,91
5309,1955,-1.4309152288972948,92
5310,1955,-1.3840967775764035,93
5311,1955,-1.4407927864563894,94
5312,1955,-1.163438851285645,95
5313,1955,-1.115931402438577,96
5314,1955,-1.0705205815019259,97
5315,1955,-1.0271943600106608,98
5316,1955,-0.9859624051234742,99
5317,1955,-0.9467499393588635,100
5318,1955,-0.9095882438144827,101
5319,1955,-0.8744053030007034,102
5320,1955,-0.8412064507508868,103
5321,1955,-0.8098832644616292,104
5322,1955,-0.7804276846701209,105
5323,1955,-0.752748576051034,106
5324,1955,-0.7268073820525806,107
5325,1955,-0.7025310718702863,108
5326,1955,-0.6798361665002729,109
5327,1955,0.0,110+
5328,1956,-2.8540591152378454,0
5329,1956,-5.179645836830538,1
5330,1956,-5.704782974989785,2
5331,1956,-6.2450673059069,3
5332,1956,-6.437751649736401,4
5333,1956,-6.7422408405045635,5
5334,1956,-6.794426593675134,6
5335,1956,-7.1308988302963465,7
5336,1956,-7.143477612503207,8
5337,1956,-7.278818960372969,9
5338,1956,-7.09408485717363,10
5339,1956,-7.156216638280637,11
5340,1956,-7.05857816871672,12
5341,1956,-7.236259345954173,13
5342,1956,-7.013115794639964,14
5343,1956,-6.980325971816972,15
5344,1956,-6.794426593675134,16
5345,1956,-6.849486370858162,17
5346,1956,-6.717134919373487,18
5347,1956,-6.630123542383857,19
5348,1956,-6.615085665019317,20
5349,1956,-6.5856717798130235,21
5350,1956,-6.522492878191493,22
5351,1956,-6.515713191206113,23
5352,1956,-6.331141914678144,24
5353,1956,-6.348139491046714,25
5354,1956,-6.276483502140279,26
5355,1956,-6.271178449910586,27
5356,1956,-6.185049296180647,28
5357,1956,-6.2046577675690235,29
5358,1956,-6.101279413115189,30
5359,1956,-6.255430092942447,31
5360,1956,-6.079203461415989,32
5361,1956,-6.074846156047033,33
5362,1956,-5.975591197951692,34
5363,1956,-5.952243833954701,35
5364,1956,-5.925676806569979,36
5365,1956,-5.825950108630408,37
5366,1956,-5.829345697631547,38
5367,1956,-5.744604469176456,39
5368,1956,-5.562282912382502,40
5369,1956,-5.73837391942582,41
5370,1956,-5.37952742197358,42
5371,1956,-5.46555328592395,43
5372,1956,-5.318520073865556,44
5373,1956,-5.288367035694868,45
5374,1956,-5.217659463530582,46
5375,1956,-5.115995809754082,47
5376,1956,-4.957568573159564,48
5377,1956,-4.950481371276509,49
5378,1956,-4.772406105364005,50
5379,1956,-4.839627497202574,51
5380,1956,-4.616231133347516,52
5381,1956,-4.545016263168344,53
5382,1956,-4.482067988854108,54
5383,1956,-4.381226954503317,55
5384,1956,-4.127694541903655,56
5385,1956,-4.2384459061963575,57
5386,1956,-4.0257517707564885,58
5387,1956,-4.045554398052668,59
5388,1956,-3.8556426719920385,60
5389,1956,-3.9770950021718607,61
5390,1956,-3.643523752393139,62
5391,1956,-3.553998971920118,63
5392,1956,-3.4568158054251676,64
5393,1956,-3.380218975276964,65
5394,1956,-3.314836216014112,66
5395,1956,-3.211651979778881,67
5396,1956,-3.133156949465663,68
5397,1956,-3.161078726141984,69
5398,1956,-2.9378407951382135,70
5399,1956,-3.0344731018704216,71
5400,1956,-2.718252063586807,72
5401,1956,-2.6324790142551358,73
5402,1956,-2.535021691219848,74
5403,1956,-2.4770575348446013,75
5404,1956,-2.31243342904886,76
5405,1956,-2.2570382780380753,77
5406,1956,-2.085137734224717,78
5407,1956,-2.149006005065745,79
5408,1956,-1.9486940204319292,80
5409,1956,-2.0861036845533865,81
5410,1956,-1.8371544037184473,82
5411,1956,-1.8205911358967577,83
5412,1956,-1.6079390363103645,84
5413,1956,-1.626482347043359,85
5414,1956,-1.4401593806121016,86
5415,1956,-1.5703133577500503,87
5416,1956,-1.3504640041190632,88
5417,1956,-1.4381773029995708,89
5418,1956,-1.1866896882033764,90
5419,1956,-1.4755190948683132,91
5420,1956,-1.2302141155311632,92
5421,1956,-1.1435364355221054,93
5422,1956,-1.2056742509656937,94
5423,1956,-1.0551505812575739,95
5424,1956,-1.0098599280703187,96
5425,1956,-0.9669263478427349,97
5426,1956,-0.9263158155212436,98
5427,1956,-0.8879705604968683,99
5428,1956,-0.8518615917184654,100
5429,1956,-0.8179397255272025,101
5430,1956,-0.7861180985718487,102
5431,1956,-0.7563639089838579,103
5432,1956,-0.7285671257912057,104
5433,1956,-0.7026522105742503,105
5434,1956,-0.6785344681920998,106
5435,1956,-0.6561597285096648,107
5436,1956,-0.6353878362038013,108
5437,1956,-0.616186139423817,109
5438,1956,0.0,110+
5439,1957,-2.809252706611373,0
5440,1957,-5.225066904808444,1
5441,1957,-5.754023691092947,2
5442,1957,-6.18020667170486,3
5443,1957,-6.522492878191493,4
5444,1957,-6.7422408405045635,5
5445,1957,-6.7422408405045635,6
5446,1957,-6.991136887921188,7
5447,1957,-7.1184763102977895,8
5448,1957,-7.1184763102977895,9
5449,1957,-7.1691200431165445,10
5450,1957,-7.278818960372969,11
5451,1957,-7.222466023821838,12
5452,1957,-7.182192124683898,13
5453,1957,-7.047017346315645,14
5454,1957,-6.991136887921188,15
5455,1957,-6.927957986299656,16
5456,1957,-6.708904420236972,17
5457,1957,-6.7422408405045635,18
5458,1957,-6.700741109597811,19
5459,1957,-6.529318843261892,20
5460,1957,-6.600270579234176,21
5461,1957,-6.489044944123952,22
5462,1957,-6.529318843261892,23
5463,1957,-6.348139491046714,24
5464,1957,-6.214608098422191,25
5465,1957,-6.260652036923599,26
5466,1957,-6.18991548583182,27
5467,1957,-6.2046577675690235,28
5468,1957,-6.292569639891903,29
5469,1957,-6.156339190298216,30
5470,1957,-6.18991548583182,31
5471,1957,-6.049093659944618,32
5472,1957,-6.061887011404528,33
5473,1957,-5.983496377458805,34
5474,1957,-5.892524599253078,35
5475,1957,-5.779584188072483,36
5476,1957,-5.729100282640491,37
5477,1957,-5.710807089593166,38
5478,1957,-5.70779049605374,39
5479,1957,-5.509038397863689,40
5480,1957,-5.686925357589778,41
5481,1957,-5.408132232555244,42
5482,1957,-5.451468546042212,43
5483,1957,-5.381698975487088,44
5484,1957,-5.204827023460698,45
5485,1957,-5.2476242522325185,46
5486,1957,-5.13110944756413,47
5487,1957,-4.940642922276221,48
5488,1957,-4.930900326077402,49
5489,1957,-4.69838256771027,50
5490,1957,-4.8171265479117364,51
5491,1957,-4.570768759270759,52
5492,1957,-4.511679842900753,53
5493,1957,-4.425351759412255,54
5494,1957,-4.4071393354889565,55
5495,1957,-4.292551628246279,56
5496,1957,-4.087567577943077,57
5497,1957,-4.06052301374659,58
5498,1957,-4.010187254215377,59
5499,1957,-3.8341364667710747,60
5500,1957,-3.9327360470256876,61
5501,1957,-3.6969116258112007,62
5502,1957,-3.553649504853832,63
5503,1957,-3.4508078822154897,64
5504,1957,-3.316488653735201,65
5505,1957,-3.356989126997835,66
5506,1957,-3.1620230132754177,67
5507,1957,-3.1370654496706347,68
5508,1957,-3.131781118017267,69
5509,1957,-2.8615510920879714,70
5510,1957,-2.998335659424106,71
5511,1957,-2.718252063586807,72
5512,1957,-2.6588315573147105,73
5513,1957,-2.557864514338326,74
5514,1957,-2.44842044121759,75
5515,1957,-2.428715370138258,76
5516,1957,-2.288484968615264,77
5517,1957,-2.1185150656659744,78
5518,1957,-2.2184277849873224,79
5519,1957,-1.9839859179075432,80
5520,1957,-2.138342649599997,81
5521,1957,-1.8571303366697227,82
5522,1957,-1.824551292053046,83
5523,1957,-1.6616263441796866,84
5524,1957,-1.6370146802043348,85
5525,1957,-1.5700729789118457,86
5526,1957,-1.4747759091907044,87
5527,1957,-1.4148173000531288,88
5528,1957,-1.3994606576516495,89
5529,1957,-1.3168429281216751,90
5530,1957,-1.5514520632354472,91
5531,1957,-1.2481337001117057,92
5532,1957,-1.3320334743934537,93
5533,1957,-1.2065093519779329,94
5534,1957,-1.0876426754795232,95
5535,1957,-1.0415705483009128,96
5536,1957,-0.9977719737420382,97
5537,1957,-0.9562016831869959,98
5538,1957,-0.9168909119461874,99
5539,1957,-0.879741854127077,100
5540,1957,-0.8447378067892514,101
5541,1957,-0.8118406305176907,102
5542,1957,-0.78095159919672,103
5543,1957,-0.7520270752982343,104
5544,1957,-0.7250094337087286,105
5545,1957,-0.6997690568688323,106
5546,1957,-0.6762900634935225,107
5547,1957,-0.6544458330228704,108
5548,1957,-0.6341804027960957,109
5549,1957,0.0,110+
5550,1958,-2.9384072069347216,0
5551,1958,-5.358067370953811,1
5552,1958,-5.95609740327069,2
5553,1958,-6.4315210999857655,3
5554,1958,-6.615085665019317,4
5555,1958,-6.938214486466846,5
5556,1958,-6.991136887921188,6
5557,1958,-6.991136887921188,7
5558,1958,-7.156216638280637,8
5559,1958,-7.293417759794122,9
5560,1958,-7.278818960372969,10
5561,1958,-7.418580902748128,11
5562,1958,-7.469874197135678,12
5563,1958,-7.1691200431165445,13
5564,1958,-7.1691200431165445,14
5565,1958,-7.195437351433918,15
5566,1958,-6.969630682700225,16
5567,1958,-6.980325971816972,17
5568,1958,-6.615085665019317,18
5569,1958,-6.8589651148127055,19
5570,1958,-6.700741109597811,20
5571,1958,-6.5929445391421035,21
5572,1958,-6.725433722188183,22
5573,1958,-6.502290170873972,23
5574,1958,-6.450330431943262,24
5575,1958,-6.394931652553473,25
5576,1958,-6.394931652553473,26
5577,1958,-6.3771270279199666,27
5578,1958,-6.260652036923599,28
5579,1958,-6.419175264163466,29
5580,1958,-6.234810805739711,30
5581,1958,-6.2659013928097425,31
5582,1958,-6.1997194859284415,32
5583,1958,-6.224658434275693,33
5584,1958,-6.170591213005418,34
5585,1958,-6.151633299260803,35
5586,1958,-5.983496377458805,36
5587,1958,-6.032286541628237,37
5588,1958,-5.885304351279592,38
5589,1958,-5.846498776857796,39
5590,1958,-5.7199118565860845,40
5591,1958,-5.799192659460859,41
5592,1958,-5.549346121351782,42
5593,1958,-5.610292131568862,43
5594,1958,-5.3882420740760235,44
5595,1958,-5.463192009738271,45
5596,1958,-5.343314732478772,46
5597,1958,-5.274600839930721,47
5598,1958,-5.1396056753932156,48
5599,1958,-5.0961931824579025,49
5600,1958,-4.83710224333538,50
5601,1958,-4.929516242811464,51
