"","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982"
"53",0.00214746339521031,0.00217629551963988,0.00211361690905241,0.00210000036005094,0.0020254844193994,0.00195271456904732,0.00190451647949148,0.00185290929215828,0.00180408077964381,0.0016645715986532,0.00159423250842545,0.00157449106893804,0.00146587632707809,0.00142267123158767,0.00138237240975526,0.00129552604580389,0.00127989004704558,0.0011681910067948,0.00124940597268825,0.00129193574739911,0.00131356841150592,0.00132434768212421
"54",0.00228430892957979,0.00221941275612117,0.0022207413121092,0.00217885278313287,0.00207625061831738,0.0020142218836802,0.00196409547491162,0.00191047489900917,0.00185974103142704,0.00171556939604793,0.00164273226512216,0.00162205152151074,0.00150984057081366,0.00146503373735952,0.00142323773617932,0.00133354556133375,0.00131717563316404,0.00120197158598603,0.00128526664530569,0.00132873963906781,0.00135070649614254,0.00136150620481809
"55",0.00240049075397701,0.00240373142172563,0.00237489189095963,0.0023028151040868,0.0022092143293916,0.00214351351303465,0.0020904623475397,0.00203367677791936,0.00197994855194834,0.00182671401870664,0.00174940312349468,0.00172762147539972,0.00160833265325706,0.00156082155152472,0.00151650524383919,0.00142113443647226,0.00140388596392739,0.00128127745424458,0.00137026024853153,0.00141680653689627,0.00144043109607919,0.00145215161984417
"56",0.00266194450546708,0.00263425465110711,0.0025786789280327,0.00252073768449468,0.00242211214157751,0.00235380473115092,0.00229918737405359,0.00224027718625544,0.00218454775359865,0.00201867316316835,0.00193630227557979,0.00191522438536965,0.0017858079769578,0.00173580103437435,0.00168918966893751,0.00158546797466892,0.00156870742887845,0.00143397346828833,0.00153599146055686,0.00159068470319126,0.00161977186689636,0.00163553987709263
"57",0.00287675185311672,0.00282002589334939,0.00277669878135679,0.00271522347577703,0.00260986834649721,0.00253712118928287,0.00247908589511475,0.00241638088972676,0.00235706525667543,0.00217882575707442,0.00209062468808222,0.00206856422312957,0.00192943668878549,0.00187604021760154,0.00182627866527978,0.00171471730438681,0.00169716254010815,0.00155191891980482,0.00166288854079703,0.00172268103102216,0.00175477341460706,0.0017724531287685
"58",0.00297653056879374,0.0029279979678189,0.00287779337092355,0.00280898604273886,0.00269510546532294,0.00261523994051599,0.00255079211295263,0.00248177295000817,0.0024164700893138,0.00222969510996793,0.00213556216787203,0.00210920268850149,0.00196378076968752,0.00190597753701986,0.001852063370598,0.00173577924322934,0.00171489905367799,0.0015652990232383,0.00167418940906268,0.00173124879659203,0.00176030864663972,0.00177482565905398
"59",0.003250583636911,0.00320210801547799,0.00315165756025409,0.0030806560023225,0.0029599447083029,0.00287629603803741,0.00280938537516241,0.00273723766584059,0.00266898475842419,0.00246617766487923,0.00236540388861997,0.0023395138096555,0.00218129552675991,0.0021200860714047,0.00206303105924467,0.0019362374845145,0.00191565325809429,0.0017510149946754,0.00187547530560619,0.00194213964423935,0.00197753418693706,0.0019966644509398
"60",0.00347621242923478,0.00342469629719688,0.00337105806691197,0.00329542581209701,0.00316659888715133,0.00307740151039501,0.00300609720700909,0.00292917509920794,0.00285640669968609,0.00263960798107303,0.00253198717929759,0.00250451093501657,0.0023353552345402,0.00227003764040612,0.00220915635896083,0.00207357828301143,0.00205172824905271,0.00187557279131871,0.00200907677001192,0.0020806870237652,0.00211880714447699,0.00213950663426871
"61",0.00363711942979295,0.00358040754728842,0.00352156556788413,0.00343985574688487,0.00330278947549271,0.00320723768077817,0.00313046713676821,0.00304796943986656,0.00296991803463796,0.00274235073994721,0.00262847720196093,0.00259791411938672,0.00242054942579026,0.00235100313470245,0.002286155415339,0.00214416833045774,0.0021199100086071,0.00193638030570888,0.00207258528801059,0.00214477522056084,0.00218235601152098,0.00220194746866521
"62",0.00390509619625324,0.00384061882562484,0.00377397561067228,0.00368296938368613,0.00353291621482628,0.00342750549310163,0.00334234080179888,0.00325122299410874,0.00316501068819019,0.00291976759615152,0.00279591566639548,0.0027608271119571,0.00256993976175359,0.00249377211714137,0.00242272363056099,0.00227013439851855,0.00224235663190659,0.00204631498657124,0.00218820903492191,0.00226231329160157,0.002299805619138,0.00231828621733633
"63",0.00412353074726057,0.00405253798125181,0.00397936122126558,0.00388061689034625,0.00371984107609222,0.00360626464382493,0.00351413589416666,0.00341588283451946,0.00332291915939054,0.00306324170417002,0.00293119989188276,0.00289233748639289,0.00269042621309453,0.00260881506361412,0.00253267107701896,0.00237145491067929,0.00234075723491944,0.0021345806128441,0.00228095789941495,0.00235651167849421,0.00239384687489953,0.00241135235774943
"64",0.00430126501133657,0.00422146142344253,0.00413959507529161,0.00403138276545063,0.00385910342601996,0.00373618517926234,0.00363578437020522,0.00352932212996183,0.00342860043794444,0.00315636437918129,0.00301619954805337,0.00297216125168263,0.00276091638654189,0.00267352487485528,0.00259196118451242,0.00242366918671437,0.00238904104522214,0.00217564766314643,0.00232167829028542,0.00239531775919067,0.00242995746669779,0.00244439703475316
"65",0.00457071358801844,0.00448212008681142,0.00439148477191232,0.00427307396805694,0.00408700952789294,0.00395348851748083,0.00384399720364886,0.00372828497225007,0.0036188245977371,0.00332866927421478,0.00317816499916266,0.00312911550262075,0.00290425895375313,0.00280995372617893,0.00272192584151073,0.00254304469414204,0.00250459274983823,0.00227895069164343,0.00242986005032836,0.00250481243789588,0.00253888836256321,0.00255181706592801
"66",0.00495506284527376,0.00485947273614247,0.00476165083155298,0.00463369109467073,0.0044323374823664,0.00428793462205469,0.00416956971153676,0.004044434249069,0.00392605803993924,0.00361160571914117,0.00344863020969292,0.00339572322398779,0.00315200233466038,0.00304993697146559,0.00295466663539075,0.00276074754864685,0.00271925743209778,0.00247450671515974,0.00263861162624676,0.00272025692736864,0.0027575209562695,0.00277182148746718
"67",0.00546193455903022,0.00535969197012666,0.00525486522938468,0.00511663538793811,0.00489715182089385,0.00474037018818162,0.00461220601623229,0.00447639697588778,0.00434791340001827,0.00400200712431054,0.00382364451609311,0.00376718129726478,0.00349884031904134,0.00338751956390662,0.00328361923594866,0.00306990088370265,0.00302552912780048,0.0027548185991258,0.00293922746389238,0.00303194281438916,0.0030752700453804,0.00309302228511321
"68",0.00563593095100712,0.00551849343381136,0.00539888167849671,0.00524551611564346,0.00500966691978325,0.00483881557402757,0.00469782719443279,0.00454965495786216,0.00440952979191887,0.0040499604418266,0.00386110810215528,0.00379588023372929,0.00351788493744592,0.00339860622182129,0.00328725470238849,0.00306666577295925,0.00301581681719573,0.00274004789873465,0.00291715747090452,0.00300268109913039,0.00303901602762384,0.00304996116594882
"69",0.00615286595266768,0.00601814265449878,0.00588133497451144,0.00570808576230029,0.00544554402778211,0.00525414011112082,0.00509553484377532,0.00492948282147838,0.00477249338740362,0.00437858710219399,0.00416989703470523,0.00409502002213571,0.00379101337631638,0.0036585137573184,0.00353482044037995,0.00329405318165772,0.00323593118287492,0.00293685585492546,0.00312330580142931,0.00321139704029354,0.00324674321113724,0.00325491325028864
"70",0.00646268172182147,0.00631232335502926,0.00616019019055004,0.00597035479457713,0.00568777449916972,0.00548017202398566,0.00530730153159093,0.00512715904798986,0.00495692345979021,0.00454142677917404,0.00431891940450052,0.00423542741513919,0.00391550674166948,0.00377336482901854,0.00364068335087694,0.00338795475566809,0.00332351557193042,0.00301212171838434,0.00319886446505341,0.00328448119607247,0.00331598199345987,0.00331967131779387
"71",0.00701794989171526,0.00685014021623035,0.00668062466123297,0.00647046988348743,0.00616014277330753,0.00593137425404068,0.00574047232126931,0.00554195994759473,0.00535440890491535,0.00490235058580669,0.00465907688803587,0.00456598782941249,0.00421830726094098,0.00406248490113148,0.00391704534173819,0.00364272193781507,0.00357107412978918,0.00323434537372946,0.00343259403709148,0.0035221359267078,0.00355356467739356,0.00355516592868794
"72",0.00734577827495636,0.00715736940240049,0.00696782865248826,0.00673662897290751,0.00640212287541052,0.00615339754362671,0.00594475132128409,0.00572896100693906,0.0055252309586708,0.00504974778200856,0.00479061883181486,0.00468654625798422,0.00432198034706281,0.00415492085760939,0.00399904244280732,0.00371235803449806,0.00363286381414918,0.00328445309612338,0.0034795696436067,0.00356398297398649,0.00358938589110974,0.00358461255016159
"73",0.00793206147073872,0.00772122040122756,0.00750955566461955,0.00725343408440806,0.00688667053892194,0.00661278703771056,0.00638245139730671,0.00614488772205768,0.00592069628577813,0.00540600316459112,0.00512368577205891,0.00500758165049948,0.00461362381797465,0.00443104754451323,0.00426072916538449,0.00395150041278294,0.0038631854446834,0.00348934381722855,0.00369309512866091,0.00377906918944217,0.00380236352705669,0.00379367363617643
"74",0.00879928171326039,0.00856263638651855,0.00832522912741198,0.00803870376178291,0.00762978085352813,0.00732398920855931,0.00706660924160513,0.00680139369270391,0.00655114402882355,0.00597972292691087,0.0056656227660962,0.00553545861616591,0.00509833244605029,0.00489500096961164,0.00470533666893057,0.00436243739122129,0.0042635674034722,0.00384974304323407,0.00407322944854295,0.00416671336184406,0.00419104977859887,0.00418012772316707
"75",0.0095353509600593,0.00926983457008077,0.00900400439153437,0.00868561448477892,0.00823572070311814,0.00789791150176237,0.00761290947699655,0.00732002432807205,0.00704379615477498,0.00642311524255014,0.0060797725026981,0.0059342836889619,0.00546031714586062,0.0052374214271399,0.00502956543494618,0.00465847735150421,0.00454844487758672,0.00410295323466074,0.00433689313055389,0.00443208919790042,0.00445361537291197,0.00443766446103822
"76",0.0100468376490273,0.00974846018524438,0.00945085441561492,0.00909928484950106,0.00861151689837252,0.0082425510894337,0.00792996712600417,0.00761034915411142,0.0073092055176556,0.00665243201476625,0.00628482799328997,0.00612273845161664,0.0056229809026543,0.00538316383443311,0.0051596694072707,0.00476987214877007,0.0046483307491184,0.00418506290331403,0.00441525183861098,0.00450356658717424,0.00451681330507176,0.00449205671305354
"77",0.010930807742172,0.010595912070891,0.0102624924036701,0.00987116674647207,0.00933298005519609,0.00892445654758857,0.00857770232410325,0.00822400977650797,0.00789093854741397,0.00717494183637756,0.00677190392653374,0.00659086705966667,0.00604704087986336,0.00578353470155342,0.00553805260075053,0.00511471442880207,0.00497956180099874,0.00447894311157482,0.00472072268029241,0.0048104870387747,0.00481996686448368,0.00478890911816319
"78",0.0117088606777837,0.0113315965966069,0.0109571090807701,0.010522089744177,0.00993217191438736,0.00948191475572607,0.00909862183404595,0.00870920752266036,0.00834284277629368,0.00757345692654459,0.00713636311661953,0.00693424338035883,0.00635169755330193,0.00606499752962004,0.00579808711018071,0.00534612891583648,0.00519636369753899,0.00466631805241169,0.00491018274313129,0.00499538071533983,0.00499705320624541,0.00495674860663117
"79",0.0131675587996679,0.0127436711286142,0.0123228810723909,0.0118339872108361,0.0111708480405388,0.0106647525853481,0.0102339472663585,0.00979623108012733,0.00938441625765835,0.00851922690755224,0.00802778602113081,0.00780064924922581,0.00714552761972638,0.00682319750043411,0.00652311254955977,0.00601481653666599,0.00584649146592564,0.00525028572392531,0.00552483204061568,0.00562086091342546,0.00562290882671391,0.00557772095283642
"80",0.0145199806464467,0.0140448938146602,0.0135737327966343,0.0130281055333445,0.0122913461663167,0.0117280882251816,0.0112481927088279,0.0107612254036202,0.0103032231053879,0.00934822507707373,0.00880415938784013,0.00855039134774392,0.00782803354480793,0.00747084028240396,0.00713837756616487,0.00657854972956468,0.00639096193333677,0.00573610355362916,0.00603276291091474,0.00613427371801554,0.00613316272041297,0.00608055697928154
"81",0.0163558451259882,0.0158226979442734,0.0152938384500019,0.0146809309451345,0.0138524599550064,0.0132193409190426,0.0126800349964552,0.0121326189367571,0.0116177241030552,0.0105422240095417,0.00992992804441252,0.00964493539948238,0.00883122874296263,0.00842932954488599,0.00805523512388294,0.00742444498969145,0.00721365200811361,0.00647531746474755,0.00681107190897789,0.00692655813700167,0.00692618273585417,0.00686764671462036
"82",0.0180903821834277,0.0174902055667202,0.0168954786066045,0.0162086640232955,0.0152848137698883,0.0145774874154809,0.0139743928613785,0.0133630833600817,0.0127882996165301,0.011597479360272,0.0109173464780803,0.0105976589509914,0.0096977587001144,0.00925087679203659,0.00883502350816672,0.0081382889531202,0.00790248942943614,0.00708939908931817,0.00745252512984303,0.00757434515214789,0.00756939514202659,0.00750092463034311
"83",0.0199469693034323,0.0192712542363225,0.0186025060922904,0.0178333965396157,0.0168047821829686,0.0160155294686918,0.0153418405157164,0.0146601050603388,0.0140193893591011,0.0127047403212865,0.0119510253497646,0.011592681467685,0.0106006190379708,0.0101048213554134,0.00964360341803897,0.00887668130834777,0.008613255611312,0.00772144757205262,0.00811107917389489,0.00823770380893802,0.00822636827598266,0.00814606108134338
"84",0.0219868655120194,0.0212290522218782,0.0204798279488079,0.0196210904045536,0.0184780519512857,0.0175994388546885,0.0168488090205528,0.0160902595749898,0.0153776258206484,0.0139270844225139,0.0130928383810439,0.0126924881361293,0.0115992074111043,0.0110499407907655,0.0105391328028606,0.0096950574469371,0.00940159022730435,0.00842300257444703,0.00884262221550756,0.00897517296462047,0.00895733931376439,0.00886446978768793
"85",0.0245942136950203,0.0237406247110137,0.0228970618030352,0.0219315086023227,0.0206487357588951,0.0196620148093996,0.0188187304110068,0.017967021135148,0.0171669930996811,0.0155437952454297,0.0146090703584817,0.0141588328574305,0.0129360271490999,0.0123203904124069,0.0117479289521189,0.0108043522841291,0.0104746997471262,0.0093820795977077,0.00984702784260004,0.00999214751320001,0.00996981159454163,0.0098639895731335
