,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
95,0.0608012082724604,0.0609541699344603,0.0583538160156083,0.0580906733819823,0.0559419807560915,0.0554082828699668,0.0535856723373654,0.0528810018358738,0.0512974911369377,0.0504897770732035,0.0490849426745057,0.048220333457889,0.0469520367454735,0.0460617058712359,0.0449004042977882,0.0440052390948598,0.0429300736411438,0.0420439039709528,0.0410400077907632,0.0401718283772611,0.0392284752084265
96,0.0679690342101592,0.0682064571994143,0.0653715042933294,0.0651419272844922,0.0628027672023583,0.0622671210921925,0.0602853991709621,0.0595541351224905,0.0578338970594375,0.0569826213648413,0.0554571496489293,0.0545374331895039,0.0531601795733463,0.0522070261601111,0.0509453631784122,0.0499823666214312,0.048813280665308,0.0478561841763304,0.04676330636561,0.045822458235848,0.0447940173233409
97,0.0755090197822391,0.0758196920239654,0.0727262678568825,0.0725177642633779,0.0699676974725276,0.0694171715240265,0.0672585043456144,0.0664878007587177,0.0646150435221147,0.0637077647373974,0.062047517084507,0.0610608415324576,0.0595618719816993,0.0585347325880016,0.0571611314948033,0.0561198722631087,0.0548463249380995,0.053808611449196,0.0526171344856958,0.0515946562046604,0.0504723438857803
98,0.0906873500469196,0.0913010803738687,0.0878395299257276,0.0878243807670187,0.0849871984429033,0.0845500073741963,0.0821609546879642,0.0814450527673899,0.0793813301256285,0.0784858776923459,0.0766617885542628,0.0756552409923957,0.0740108576901908,0.0729403372428352,0.0714336340327055,0.0703314489575754,0.0689328403716997,0.0678210178224934,0.0665095664082704,0.0654030031048255,0.0641637861190573
99,0.0831027504835081,0.0833979346426026,0.0799645896144984,0.0796927478511968,0.0768584795111152,0.0762142533801462,0.0738119408144636,0.0729290800638067,0.0708427447263787,0.069812922366152,0.0679618834098839,0.0668477178094088,0.0651756658875414,0.0640197272892416,0.062487187501869,0.0613182236431346,0.0598973553474899,0.0587345927314588,0.0574056012851332,0.0562617156523975,0.0550103762855732
100,0.0628328418861975,0.0625578521719935,0.0594789477326419,0.0588031777135893,0.0562384542948724,0.0553177730478644,0.0531286094384468,0.0520675191097585,0.0501584061997645,0.0490265269447101,0.0473312892145599,0.046174587513476,0.0446470280249866,0.0434954578373516,0.0421030046027749,0.040975703195062,0.0396950929786508,0.0386039112698812,0.0374182568095248,0.0363701562137772,0.0352669528829757
101,0.085958565966439,0.0861279520670481,0.0824570997946635,0.0820478045832596,0.0790084811559024,0.0782234077992506,0.0756406183854852,0.0746186460325344,0.0723711294759954,0.0712070222764919,0.0692105102118595,0.0679686601887587,0.0661643627101482,0.0648882693008279,0.0632349531388644,0.0619537579296538,0.0604222954013356,0.0591552844414557,0.0577249022544043,0.0564846065798959,0.0551403043024376
102,0.0855389287148875,0.0856223454620585,0.0818904937513606,0.0814027311588485,0.0783081257684323,0.0774523497882483,0.0748191744659718,0.0737340662271835,0.0714406055560444,0.0702205003887175,0.0681822216942138,0.0668909857252398,0.0650489234467803,0.0637295078836047,0.0620422863703523,0.0607233015332988,0.0591616557999866,0.0578618919612037,0.0564049039316741,0.0551364386058268,0.0537689516368768
103,0.111069802081039,0.11170437657257,0.107407774834906,0.107284491720129,0.103751108644563,0.103121496762978,0.100136819951306,0.0991749628302045,0.0965896038798297,0.095415764283099,0.0931255158221779,0.0918225764048251,0.0897545841711731,0.0883794810206585,0.086482653038982,0.0850743226158187,0.0833126760934673,0.0818975762240059,0.0802456220271828,0.0788415660000534,0.0772811066695123
104,0.121088878345597,0.121784152571757,0.117130782064986,0.117003913759698,0.113176237556407,0.112499458331599,0.109265442552889,0.108227294058292,0.105425282222173,0.104156110209632,0.101673299124534,0.100263006013099,0.098020512010829,0.0965309102463854,0.0944734050318989,0.0929468084621419,0.0910353253367778,0.0895005214154593,0.0877074618540016,0.0861838614884269,0.084489529118029
105,0.13849744133765,0.139475142577805,0.134377536575146,0.134416809562508,0.130237014051931,0.129642639019423,0.126121624471046,0.12510553573235,0.122062428671976,0.120771786493342,0.118080134582246,0.116616934662977,0.114188186327919,0.112622948734687,0.11039495121997,0.108776271058951,0.106705261363308,0.105066469176365,0.103121496942094,0.101485301719223,0.0996443457085969
106,0.218495142940103,0.22127242618486,0.214796422386421,0.216131488183566,0.210944317393071,0.211272692192362,0.207005947732653,0.206635078045312,0.203028741942599,0.202175554851022,0.19904605509527,0.197863528897719,0.195081218791048,0.193677168623442,0.191150443673496,0.189600797075082,0.187264890858163,0.185623066063855,0.183432145809543,0.181735674946705,0.179657264787378
107,0.0753092624114048,0.0747938621423111,0.0709562152229908,0.0699784976118286,0.0667746940719213,0.0655219331792082,0.0627832865057427,0.0613801707870383,0.0589905317641047,0.0575194218889347,0.0553982821759748,0.0539129628956277,0.0520040202168386,0.0505390260319924,0.0488024441127907,0.0473793772443411,0.0457865459113028,0.0444183525415492,0.0429483397552179,0.0416422014665207,0.0402793502705333
108,0.0124069558192443,0.0119725466525555,0.011019942624205,0.010557461903966,0.0097764696755063,0.0093175291261169,0.0086658459479544,0.0082281296944867,0.0076765433438912,0.0072691358375553,0.0067970204967854,0.0064237748936365,0.0060161980546538,0.0056778560753989,0.0053237126823023,0.0050192306489104,0.0047100332628013,0.0044374046081805,0.0041664933191049,0.0039232526229315,0.0036852741937685
109,0.342396281897503,0.348668570680473,0.341364326609154,0.345545349393246,0.340022916973,0.342710149637089,0.338462483385288,0.340083247292837,0.336748076144201,0.337607943519143,0.33492640233708,0.335243855333218,0.333030953100834,0.332962189008779,0.331085718906871,0.330742397083511,0.329107871266682,0.328569807060335,0.327109693068248,0.326433935786914,0.325099965334988
